I,II,RESP,SCG,timestamp
-0.018,0.052,1.901,2.874,0.0
-0.018,0.052,1.9,2.847,0.0001999999999497959
-0.018,0.052,1.9,2.847,0.0003999999998995918
-0.017,0.052,1.9,2.819,0.000600000000304135
-0.017,0.052,1.899,2.779,0.0008000000002539309
-0.017,0.053,1.899,2.752,0.0010000000002037268
-0.017,0.053,1.899,2.725,0.0012000000001535227
-0.016,0.053,1.899,2.697,0.0014000000001033186
-0.016,0.053,1.898,2.63,0.0016000000000531145
-0.016,0.053,1.898,2.603,0.0018000000000029104
-0.016,0.054,1.898,2.535,0.0019999999999527063
-0.015,0.054,1.898,2.481,0.002199999999902502
-0.015,0.054,1.898,2.453,0.0024000000003070454
-0.015,0.054,1.897,2.386,0.0026000000002568413
-0.014,0.054,1.897,2.359,0.002800000000206637
-0.014,0.055,1.897,2.291,0.003000000000156433
-0.014,0.055,1.896,2.264,0.003200000000106229
-0.014,0.055,1.896,2.237,0.003400000000056025
-0.013,0.055,1.896,2.169,0.0036000000000058208
-0.013,0.055,1.896,2.115,0.0037999999999556167
-0.013,0.055,1.895,2.087,0.0039999999999054126
-0.013,0.056,1.895,2.02,0.004200000000309956
-0.013,0.056,1.895,1.993,0.004400000000259752
-0.012,0.056,1.894,1.925,0.004600000000209548
-0.012,0.056,1.894,1.898,0.0048000000001593435
-0.012,0.056,1.894,1.843,0.005000000000109139
-0.012,0.056,1.894,1.803,0.005200000000058935
-0.011,0.056,1.894,1.749,0.005400000000008731
-0.011,0.056,1.893,1.708,0.005599999999958527
-0.011,0.057,1.893,1.654,0.005799999999908323
-0.011,0.057,1.893,1.627,0.006000000000312866
-0.01,0.057,1.892,1.559,0.006200000000262662
-0.01,0.057,1.892,1.532,0.006400000000212458
-0.01,0.057,1.892,1.505,0.006600000000162254
-0.01,0.057,1.892,1.437,0.00680000000011205
-0.009,0.057,1.891,1.41,0.007000000000061846
-0.009,0.057,1.891,1.383,0.0072000000000116415
-0.009,0.058,1.891,1.383,0.007399999999961437
-0.009,0.058,1.891,1.342,0.007599999999911233
-0.009,0.058,1.89,1.342,0.0078000000003157766
-0.009,0.058,1.89,1.315,0.008000000000265572
-0.008,0.058,1.89,1.315,0.008200000000215368
-0.008,0.058,1.89,1.288,0.008400000000165164
-0.008,0.058,1.889,1.261,0.00860000000011496
-0.008,0.058,1.889,1.22,0.008800000000064756
-0.008,0.058,1.889,1.193,0.009000000000014552
-0.007,0.058,1.888,1.166,0.009199999999964348
-0.007,0.058,1.888,1.139,0.009399999999914144
-0.007,0.058,1.888,1.071,0.00959999999986394
-0.007,0.058,1.888,1.044,0.009800000000268483
-0.006,0.059,1.888,1.017,0.010000000000218279
-0.006,0.059,1.887,0.976,0.010200000000168075
-0.006,0.059,1.887,0.949,0.01040000000011787
-0.006,0.059,1.887,0.895,0.010600000000067666
-0.006,0.059,1.886,0.854,0.010800000000017462
-0.006,0.059,1.886,0.827,0.010999999999967258
-0.005,0.059,1.886,0.773,0.011199999999917054
-0.005,0.059,1.885,0.732,0.01139999999986685
-0.005,0.059,1.885,0.678,0.011600000000271393
-0.004,0.059,1.885,0.651,0.011800000000221189
-0.004,0.059,1.885,0.61,0.012000000000170985
-0.004,0.059,1.884,0.556,0.012200000000120781
