I,II,RESP,SCG,timestamp
-0.015,-0.041,-0.045,-0.201,0.0
-0.014,-0.04,-0.045,-0.171,0.0002000000000066393
-0.014,-0.04,-0.045,-0.171,0.0004000000000132786
-0.014,-0.039,-0.045,-0.171,0.0006000000000199179
-0.013,-0.038,-0.045,-0.171,0.0008000000000265572
-0.012,-0.037,-0.044,-0.171,0.0009999999999763531
-0.012,-0.036,-0.044,-0.171,0.0011999999999829924
-0.012,-0.035,-0.044,-0.171,0.0013999999999896318
-0.011,-0.034,-0.044,-0.171,0.001599999999996271
-0.01,-0.033,-0.044,-0.171,0.0018000000000029104
-0.01,-0.032,-0.044,-0.171,0.0020000000000095497
-0.009,-0.031,-0.044,-0.171,0.002200000000016189
-0.009,-0.03,-0.044,-0.171,0.0024000000000228283
-0.008,-0.029,-0.044,-0.171,0.002599999999972624
-0.008,-0.028,-0.044,-0.171,0.0027999999999792635
-0.007,-0.027,-0.044,-0.14,0.002999999999985903
-0.007,-0.026,-0.044,-0.14,0.003199999999992542
-0.006,-0.025,-0.044,-0.14,0.0033999999999991815
-0.006,-0.024,-0.044,-0.109,0.0036000000000058208
-0.005,-0.023,-0.044,-0.109,0.00380000000001246
-0.005,-0.022,-0.044,-0.078,0.004000000000019099
-0.004,-0.021,-0.044,-0.078,0.004200000000025739
-0.004,-0.02,-0.044,-0.048,0.004399999999975535
-0.003,-0.019,-0.044,-0.048,0.004599999999982174
-0.003,-0.018,-0.044,-0.048,0.004799999999988813
-0.003,-0.016,-0.044,-0.017,0.0049999999999954525
-0.002,-0.015,-0.044,-0.017,0.005200000000002092
-0.001,-0.015,-0.044,-0.017,0.005400000000008731
-0.001,-0.013,-0.044,-0.017,0.0056000000000153705
-0.001,-0.012,-0.044,-0.017,0.00580000000002201
-0.0,-0.011,-0.044,-0.017,0.005999999999971806
0.0,-0.01,-0.044,-0.017,0.006199999999978445
0.001,-0.009,-0.044,-0.017,0.006399999999985084
0.001,-0.008,-0.044,-0.017,0.006599999999991724
0.001,-0.007,-0.044,0.014,0.006799999999998363
0.002,-0.006,-0.044,0.014,0.007000000000005002
0.002,-0.005,-0.044,0.014,0.0072000000000116415
0.002,-0.004,-0.044,0.014,0.007400000000018281
0.002,-0.003,-0.044,0.014,0.00760000000002492
0.003,-0.002,-0.044,0.014,0.007799999999974716
0.003,-0.002,-0.044,0.014,0.007999999999981355
0.003,-0.001,-0.044,0.014,0.008199999999987995
0.004,0.0,-0.044,0.045,0.008399999999994634
